textID,text,selected_text,sentiment
d30d2b9e01," Too easy! Happy Mother`s Day, to a great mom!","Happy Mother`s Day,",1
98030f65f7,"I`m now totally addicted to Farm Town. Frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all.","I`m now totally addicted to Farm Town. Frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all.",0
469ce3aeee, Night!,Night!,0
e5d31d8d38, i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,as grea,1
72ae625409,_crisis deathmatch? I don`t have that game. Plus.... I`m not really good at any games  lol,not really good,-1
907842d764,I would of won that contest if I weren`t to have chickened out,would of won th,-1
c0d81f0f35, I wish we could make a quick trip to LA in July  I miss LA,I miss,-1
ac04d1ec48, amen to that brotha!,amen to that brotha!,0
65257c7fce, not if i`m not on the list,not if i`m not on the list,0
e4a4d3f0b1, Two more tweets to go for 2345 tweets,Two more tweets to go for 2345 tweets,0
28174a0691,Just finished Church. Happy Mother`s Day!,Happy,1
791efe0b6f," Awww, thank you!  & you`re welcome lol","Awww, thank you!",1
d05f8cd3cc, yeah ill be on verizon... so those are my two options right now...,yeah ill be on verizon... so those are my two options right now...,0
43fc60ce13,would like a hug and a kiss from Eric. Long distances really really stink,really stink,-1
b1c649804d, tilaaa just make you feel so special  haha haters now days,tilaaa just make you feel so special  haha haters now days,0
771bc300f2,watching chelsea lately!  loveeeee her <3,loveeeee her,1
7456222d09,just bought 6 new movies,just bought 6 new movies,0
fcdbdfce85, Thanks madam.. you`re lucky coz you had a wonderful dog.. and sooo cute...,you had a wonderful dog.. and sooo cute...,1
d6567a3425, Aww that sucks,Aww that sucks,-1
6b939c99e8," I agree, keep it in Star Trek but make it commercially viable! C`mon!","I agree, keep it in Star Trek but make it commercially viable! C`mon!",1
3f3cdc9c1a,Really big spider on the floor two metres away from me  am actually a little scared.,a little scared.,-1
5412579932,the times they are a changing,the times they are a changing,0
c34feef039,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,0
cbbe10eb51, IIII know!!! and mean,IIII know!!! and mean,1
a73348b168," Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",Oh no! you poor thing,-1
4e2435ca21, So far everybody look good !  1 more momma goat to kid this month!  Hope she has them this week!!,So far everybody look good !,1
afa0a630c4,just loves having proper Inet back,loves,1
22c9ad1943, yeah I can imagine!  Not nice   How much longer is your shift?,Not nice,-1
c529737091,: just got home from drews bday.,just got home from drews bday.,0
4b7059f018,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.","Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",0
c50f230453,  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,0
919c02e1d9,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,I can`t believe I`,-1
4cb84b29aa,"1 more goal, Gila!! But his last game is against milan. Dillematic 4 me",Dillematic 4,-1
f306ec47db,sizzling outside. Work inside = double,sizzling outside. Work inside = double,0
c277d11dbf, wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,*awesome*,1
06e1506ee8, that sucks.   did you save any of it?,sucks.,-1
d760167832,_another_1 yeh I can`t even imagine.... good luck to them,good luck to them,1
7449ddd855,Going Outro... Peace.,Peace.,0
311db7e66b,my phone is broken    & im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha,my phone is broken    & im too laz,-1
189879e1f2,Mmmmmm.... Coffee...,Mmmmmm.... Coffee...,0
c25a282870,   See you later lovely ladies.  Be Good & I love you millions  ****,d & I love,1
08b65ae628, awesome! What a blessing,awesome!,1
c8a72fcf2f, Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it`s a bigger deal than I thought.,Thanks,1
d4eea7e328,  sad day. I was lucky enough to realize it before I got out of the parking lot.,sad day. I was lucky enough to realize it before I got out of the parking lot.,0
05b5e4da53,I hate when a program freezes during installation.,hate,-1
9a3dfaf31f,"whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it","whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it",0
95c909631f,i feel less than nothin`.. lower than zero..,lower than zero..,-1
95a8a2f0dc, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,sorry,-1
e36a667a6f, Italy or greece for me  Love Italian men hehe ;),Love,1
a58daaab6b,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.,Sorry Cecilia.,-1
3cbcb82071, LOL too bad he`s taken!!!!!!!,bad,-1
06fc846ea4,: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,Im so excited. We cant go earlierrr than the afternoon?  I love you tooz,1
ff119794a2, She does especially Pink ones LOL  What beautiful creatures they are!,t beautiful,1
522f301f0a, aw i`m sorry  i was rooting for you just to let you know!,aw i`m sorry  i was rooting for you just to let you know!,1
124e448e00,aaaaaw i want to live in the USA,aaaaaw i want to live in the USA,0
ab10537d35, oops I meant 19th  snowdaysss..,oops,-1
169c3017b0,"Happy Mother`s Day to all the Mom`s out there, but especially to my wonderfuly Mommy",Happy Mother`s Day,1
59af8932b4, hahah  i loveeee him though.,i loveeee him,1
bb4b9b1286,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.,0
2485ca29ee,"I must have applied for about 20 jobs every day this week, why won`t one of them contact me???","I must have applied for about 20 jobs every day this week, why won`t one of them contact me???",0
c5498a9126,I am not doing much  all well!,I am not doing much  all well!,-1
4095d52d2d, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,Damnit all. That sucks.,-1
a53c829bee,Having dinner with my grandma since I couldn`t be with my mum.,Having dinner with my grandma since I couldn`t be with my mum.,0
dc8ac6d818,"The trip to Stockholm got cancelled  To make it up I`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping","The trip to Stockholm got cancelled  To make it up I`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping",0
1bc3fae040,looking forward to Ben`s baseball game tonight,looking forward to Ben`s baseball game tonight,0
aa83cf9254," Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!","Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",0
c5ef8cf10f,is poolside. Bowling toniht maybe?? Back to work tomorrow,is poolside. Bowling toniht maybe?? Back to work tomorrow,0
d36483db5a,"has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one","has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one",1
b5e55fd593,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,0
200a42bce3,OMG... I just learned that the little girl who played Ducky in the very first Land Before Time movie was murdered at the age of 10. WTF?,WTF?,-1
5f79c55d0f,HAHA! Follow john mayer..he`s a pretty funny guy  I want to move to L.A .... it`s so much more fun!,it`s so much more fun!,1
7a6a48d4a7, toy story pwns,toy story pwns,0
6540cd7229,'I think you should know this. He`s going to break up with you. And I just had to tell you. I`m sorry. I know you love him.',sorry.,-1
518ae43e25,Good morning  ready to start this week.,Good,1
1a9c8b9756," no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough","no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",-1
b7c1f7dac2," any chance you`ll have  a Madison, WI location soon?  maybe too small...","any chance you`ll have  a Madison, WI location soon?  maybe too small...",0
9ba59ca56d, same with drunk guests.. Our jobs are pretty similar sometimes,same with drunk guests.. Our jobs are pretty similar sometimes,0
b0ba6734a3,just got on twitter. no friends to add!  none of my friends are in twitter,just got on twitter. no friends to add!  none of my friends are in twitter,0
bf1b3cbf17,It`s the final count down to bigger hair people   ? http://blip.fm/~5z4uq,It`s the final count down to bigger hair people   ? http://blip.fm/~5z4uq,0
d970190769,_Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,0
a4fed9b17d, Wish I was in ATL!!,Wish,1
a7fc7285a0," Wow, you mom has a lot of energy. I`m getting tired just reading your tweet and ur living it.",tired,-1
18c5dac2df,Is on her way home  aloha and good night everyone!,good night everyone!,1
f69065d1c0,I saw nomes on twitter  but I`m still not waking up,still not waking up,-1
dd8e956c58,_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones,having fun,1
3ca9460bf2, Thanks for the follow! (raises hand) I am,Thanks for the follow!,1
7115b4a4b1,"@_Toki_ the wee girl started crying and her mum came on, was such a shame",was such a shame,-1
d2d55db5e0,im ill hate it. seeing the doc at 5 too 10.,im ill hate it.,-1
7f751d78fb,"God, I HATE scary movies. They are not at all. I`m such a wimpy.",HATE,-1
5e447212d2, I`m inclined to think it`s stupid.,stupid.,-1
3f66f300f1,in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),0
e8abb0d477,hm i`m happy but i want to join drama practice today !,i`m happy,1
955a6c952d,Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,Happy Mother`s Day,1
cf9f488303, o snapppp look who i found on twitter lollll,o snapppp look who i found on twitter lollll,0
2f328b7883,Shelf from Ikea fell off the wall. damage done...about $78.95 worth. Or at least thats my estimate.,damage done...a,-1
cf8b564f65,"Lady across the way had a miscarriage, say a prayer","Lady across the way had a miscarriage, say a prayer",0
751762b290, Doing okay. How are you doing?,Doing okay.,0
238af9964e,Its cold,Its cold,0
4fd8efcb9f,"Do fish feel pain? Yes, says a new study.  http://is.gd/Jbcg","Do fish feel pain? Yes, says a new study.  http://is.gd/Jbcg",0
c668b1eefc,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,0
f228818dc9,just fought with my printer...after 2 hours i claim victory... i hate electronics,i hate electronics,-1
c21c444fa4, aww I don`t want u to suffer  it`s just Midol isn`t working for me. Grrrrr I hate that stuff. But I love you tho.,r I hate that stuff. But I love you tho.,0
839c17b593,_22 ok so I`m having a complete insomniac moment. It`s 6am(almost) and I`m STILL awake. I hate when I can`t stop thinking!  mornin!,I hate when I can`t stop thinking!,1
8a7f47eaeb,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,hurt so badly??,-1
1f4419bb29, omg I`m so sorry to hear that!  If you really need to talk to someone I`m always on here. I`m a shoulder you lean on,omg I`m so sorry to hear that!,-1
bc2f4ee602,im at school right now,im at school right now,0
baaa649aaa, very impressed,very impressed,1
c2161da81a,Had a great talk with Tony this afternoon... we`re going to give it another go,great,1
f84b71d097,just got home from a meeting with the girls... Maaaaaan I`m exhausted!! Goodnight world,just got home from a meeting with the girls... Maaaaaan I`m exhausted!! Goodnight world,0
db1e88448e,is taking the dog to the vet then a play date with Annabelle,is taking the dog to the vet then a play date with Annabelle,0
814324ccdc, Happy Mother`s Day to the only mother I have on my list!,Happy,1
813e235a9f,I have forgot the live with the Jonas Brothers on Facebook,I have forgot the live with the Jonas Brothers on Facebook,0
6603cfbf34, right..  making compromises is what kills us!,t kills,-1
f7e10798f3, i dnt think i can ever get tired of'The Climb'its just 1 of those sngs u`ll always remember  ...,i dnt think i can ever get tired of'The Climb'its just 1 of those sngs u`ll always remember  ...,0
62f3f47fbe,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit,-1
14c6dd03ef,_M didnt get it clear,didnt get it clear,0
34cce13acd, I never knew,I never knew,0
8333855e91, Thanks! I know.,Thanks!,1
1d03479463, i know  mark is still one of my favorite boys ever. So nice and adorable.,i know  mark is still one of my favorite boys ever. So nice and adorable.,1
a8ce81e642, So stinkin` adorable!  I want to come check out the studio,stinkin` adorable!,1
21262aff48, and  thanks  hoping its just allergies and not a nasty flu!,thanks  hopin,1
3597914901,aww bless her  give her a chance ..,aww bless her  give her a chance ..,1
0af6890a93, It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You`re brave.)    Hope you have a great time!,)    Hope you have a great ti,1
7f91178253, Or nudge the partner! Good birthday/ christmas/ I just want to buy you something gift!,Good birthday/ christmas/ I just want to buy you something gift!,1
90671d19b8," lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..",Thanks,1
4927e14064, Smile. Everything worked out.,Smile. Everything worked out.,1
2bd6726389,HAPPY MOTHER`S DAY TO ALL OUR MOMS!,HAPPY MOTHER`S DAY TO ALL OUR MOMS!,1
07e664f430,Aw i couldn`t see robert before practice. That makes me sad,That makes me sad,-1
96f60a07f8,**** I hate this weather this **** sucks! I wanted to go out tonight but not n no mess like this,sucks!,-1
c6d0c7676c, Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,0
89545ebb49,Signing off to spend time with my hubby   Goodnight / day tweeple!   Have a very Happy Mother`s Day!,!   Have a very Happy Mother`s Da,1
f643095ba3,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,I`m going to miss NY,-1
fbdac19e77,all cash  and looking for trades...can`t find any,all cash  and looking for trades...can`t find any,0
13647a3c0a,"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !",ill,-1
14511658bb,I`m hungry. And single.  heading to the golfing range soon.,hungry.,-1
008c725d0d, especially if you`re with a vampire,especially if you`re with a vampire,0
48096285e5,  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,... LOL Than,1
6e047da71b, That`s me on a good day,That`s me on a good day,1
fe821fe501,http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,Yummm-,1
8837661600," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",im sorry,-1
67ebcdb482,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,0
79de9749b1,hey hey hey!  lol.,hey hey hey!  lol.,0
f2262dc310,apple fritters are like the perfect after food...don`t you think?,the perfect after food...,1
6f71071716,"its a beautiful,albeit, windy at times, night in So No....","beautiful,a",1
bcfef47bf6, So Windows LiveWriter`s accessible? Guess that answers that.,So Windows LiveWriter`s accessible? Guess that answers that.,0
2f4ce91118,167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,fun,1
8882fdfd34, ahh. That sucks.,sucks.,-1
1e217e99e0, it does but that game doesn`t.,it does but that game doesn`t.,0
1aa3db46a7,Rele doesnt want to leave lfpa.,Rele doesnt want to leave lfpa.,0
f431e9548c,"Took yesterday off & treated myself to an outfit & shoes, I have not treated myself in a while, my mothers day gift to me",gift,1
19ad1dda56,missing ontario..,missing ontario..,0
5d0aff483b, @_Mintyfresh Thanks very much!!,Thanks very much!,1
81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",good,1
0d3c185f03,have a good day      ? http://blip.fm/~5yomt,good,1
4c1897aa51,"Ugh, still sick. This Calgary cold has lasted forever.","Ugh, still sick. This Calgary cold has lasted forever.",-1
38a1127302, sike sike call it truce???????????????? u still a **** and my ppl still gonna air u out tho,u still a ****,-1
84fecbe3bf," Hope you had a great weekend, congratulations!",great,1
22f06df70a,  oh look! it`s our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish,i wis,1
39308d1822," it is, and its shiny and if i could marry it i would.   ps. im good, you?",im goo,1
292c670dd9, i already got my tickets to your concert here in the philippines! im so excited!,excited!,1
191e25e2be,"trying to learn for my oral exam, but I`m too distracted",but I`m too distracted,-1
71a57755f6,'Friends are the same soul different bodies.' Plato,Friends,1
a7d82d0125,Come on Knight... It`s been well over 4 hours,Come on Knight... It`s been well over 4 hours,0
9e9a89a2d7,Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse,Miss,-1
f61d1109e9, Lol I Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored.  Lol,. Pleaseeeeeeeeeeeeee Im Bored.,-1
beebadac85,"  and Em, my baby, starts kindergarten.  What a crazy summer it`s going to be.",.  What a crazy summer it`s going to,1
f184a46ae4, Good luck tonight! have fun,Good luck tonight! have fun,1
cdaf41cec4,@_catchfire Happy Birthday Chip`s sister,Happy Birthday Chip`s sister,1
375ed25e78, Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,0
1a66a7b570,The Barry Gibb Talk show!!!!!,The Barry Gibb Talk show!!!!!,0
d91fdc4af9,"Finishing this giraffe, then getting some sleep. Super excited about tomorrow!",excited,1
a09b82355f,#Ajax #php! Just thinking about a concept of autorefresh! _chander made a mistake here,mistake,-1
8acedd6cab,"excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho.","excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho.",0
20d7cb2f69, Have you managed to breathe since getting the news?,Have you managed to breathe since getting the news?,-1
7085061403, Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****,please,1
2b88988152, so how are you doing this morning ?,so how are you doing this morning ?,0
7e30774250,Glad it`s Friday... but bummed that I am officially working Saturdays.,Glad it`s Friday... but bummed that I am officially working Saturdays.,0
414372145c,I miss him soooo much  not gonna see him for 2-3 months,I miss him soooo much,-1
876ac096ec,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,0
d3994c8a1b," Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",blessed,1
48037aa2e7, maybe tonights the night to pick it up again?,maybe tonights the night to pick it up again?,0
d79bae1dbd,Is...Sayin Happy Mother`s Day 2 Everyone!!!!!,Happy,1
04011be2a2,Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,Good luck,1
2cadd2e721,"Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via )","Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via )",0
f949071243, I think the x3 is confusing ;-) can`t believe that many peeps will know that it should be a heart,I think the x3 is confusing,-1
fad6bcce7a,looks like yet another beautiful day in London,beautiful day,1
c628741a80, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Thank you   I`ve had anxiety issues,0
5156e1f9c9, I agree with _Crazy it`s not worth it - block them & let Twitter police know about harrassment.,harrassment.,-1
d83aba9d25,"You follow me , I follow you. As simple as that","You follow me , I follow you. As simple as that",0
01b880087d,it doesn`t feel like a friday,it doesn`t feel like a friday,0
6a44382705,Poor Nicole just absolutely DESTROYED her cell phone,absolutely DESTROYED,-1
ce0eb5683c,Too tired,tired,-1
6675f9536d,": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)",that sux!,-1
bc30143e71,"http://www.myspace.com/dica_grl Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin","Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!",0
a5318c0473, i didnt get the joke,i didnt get the joke,-1
bee3fd5dea,On my way to the burial,On my way to the burial,0
110690c913,() Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,stupid,-1
81f885cd8e,_carter it says the video is private... and won`t let me watch,_carter it says the video is private... and won`t let me watch,0
fa0e396f0c,Taking the dog on a walk..the weather is perfect rite now  _p sucks becuz she didn`t come with me hahaha,perfect,1
d9059d72a3,"layenn down,uughh dunt feel well","layenn down,uughh dunt feel well",-1
b89af87662,http://twitpic.com/67bpd - This store at the airport is as close as we`ll get to WDW during this trip.,This store at the airport is as close as we`ll get to WDW during this trip.,0
826c17cb22, Oh...ok...didn`t know that.,Oh...ok...didn`t know that.,0
4f0fb5c787,Enjoying d view @ sg flyer,Enjoying,1
09430f45ef," sadly  isn`t me. It`s some1 w/ 1 follower 1 update & hasn`t used Twitter since May 1, `07  I wanted that name, too",sadly  isn`t me.,-1
10c0f1b999, whew! thassa relief,relief,1
a90fa52db1,"Feel quite down, not quite sure why though :s so going to bed  night everyone x",though,-1
f3cdaee70b,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,I just wanna be alone,-1
1f3d3837a7,: You MUST watch Grey`s. It was their 100th episode. Let me know once you do. I don`t want to give out any more details,: You MUST watch Grey`s. It was their 100th episode. Let me know once you do. I don`t want to give out any more details,0
734c3ca05b, Oh you do? I have the ability to teleport,Oh you do? I have the ability to teleport,0
193909d380,"there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay",stress,-1
9cf3826754,is desperatly hoping my dad takes me to vanessa`s game,hoping,1
c0da2b190b, it`s depressing,it`s depressing,-1
af588f4eaa, I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,I do have one coloured one on my leg.  Its a butterfly filled with colour!,0
